sector,state,year,month,emissions_tco2,production_tonnes,energy_consumption_mwh,grid_carbon_intensity
steel,Gujarat,2022,10.0,818.23996587927,411338.7921086502,1439685.7723802757,0.730717967697245
steel,Gujarat,2022,11.0,760.3678780437531,411277.47712337924,1439471.1699318273,0.76
steel,Gujarat,2022,12.0,764.0246649001526,373902.8811567782,1308660.0840487238,0.8
steel,Gujarat,2023,1.0,599.8829060152464,280395.7438405484,981385.1034419193,0.8400000000000001
steel,Gujarat,2023,2.0,602.9830704923842,285284.76354298875,998496.6724004606,0.8692820323027551
steel,Gujarat,2023,3.0,681.3538943420449,331048.05891831627,1158668.2062141069,0.8800000000000001
steel,Gujarat,2023,4.0,651.0116068195257,320435.68766277155,1121524.9068197005,0.8692820323027551
steel,Gujarat,2023,5.0,643.5359973132818,340811.71810278995,1192841.0133597648,0.8400000000000001
steel,Gujarat,2023,6.0,579.4417333890913,288631.7918328844,1010211.2714150955,0.8
steel,Gujarat,2023,7.0,605.4537249537284,285586.9579173893,999554.3527108625,0.7600000000000001
steel,Gujarat,2023,8.0,529.9357258089304,278425.76059709274,974490.1620898246,0.730717967697245
steel,Gujarat,2023,9.0,622.3809294156237,307171.8471391672,1075101.4649870852,0.7200000000000001
steel,Gujarat,2023,10.0,630.0904436093381,322591.25848674745,1129069.4047036162,0.730717967697245
steel,Gujarat,2023,11.0,664.1975486261484,320888.93787273386,1123111.2825545685,0.76
steel,Gujarat,2023,12.0,625.1228006819305,321607.2330594022,1125625.3157079078,0.8
steel,Tamil Nadu,2015,,8844.211136428441,4450482.90054418,15576690.151904628,0.75
steel,Tamil Nadu,2016,,8359.690796327342,4225655.3418138055,14789793.696348319,0.75
steel,Tamil Nadu,2017,,5265.316985724826,2484424.9410147336,8695487.293551568,0.75
steel,Tamil Nadu,2018,,2067.008747675137,1190196.8432124276,4165688.9512434965,0.75
steel,Tamil Nadu,2019,,6409.5564853746,3645433.7275905996,12759018.0465671,0.75
steel,Tamil Nadu,2020,,6705.428790080992,2957316.1542338463,10350606.539818462,0.75
steel,Tamil Nadu,2021,,7509.822032518953,4369199.289905763,15292197.51467017,0.75
steel,Tamil Nadu,2022,,9586.374248135873,4592345.545053667,16073209.407687835,0.75
steel,Tamil Nadu,2023,,3914.9080639209997,2127198.807229406,7445195.825302921,0.75
steel,Tamil Nadu,2020,1.0,101.10420772494757,49756.66017368201,174148.31060788702,0.7875000000000001
steel,Tamil Nadu,2020,2.0,102.7549907931228,47108.19601811803,164878.6860634131,0.8149519052838329
steel,Tamil Nadu,2020,3.0,108.57628632924998,56697.61036079891,198441.6362627962,0.8250000000000001
steel,Tamil Nadu,2020,4.0,126.08821557176024,58797.82413659687,205792.38447808905,0.8149519052838329
steel,Tamil Nadu,2020,5.0,126.59935252247082,62774.63170821592,219711.21097875573,0.7875000000000001
steel,Tamil Nadu,2020,6.0,105.37841604117875,57254.38456199924,200390.34596699735,0.75
steel,Tamil Nadu,2020,7.0,99.28802132126134,50500.352916485055,176751.2352076977,0.7125
steel,Tamil Nadu,2020,8.0,104.20700312021792,47520.30043574585,166321.05152511047,0.6850480947161671
steel,Tamil Nadu,2020,9.0,101.5250561960427,48165.43579906292,168579.0252967202,0.675
steel,Tamil Nadu,2020,10.0,110.20700646288958,51998.16219189333,181993.56767162666,0.6850480947161671
steel,Tamil Nadu,2020,11.0,110.70503068887197,53084.86851558216,185797.03980453755,0.7124999999999999
steel,Tamil Nadu,2020,12.0,104.10620297917637,48845.90816013249,170960.6785604637,0.75
steel,Tamil Nadu,2021,1.0,610.6517786009978,332953.9677533243,1165338.8871366351,0.7875000000000001
steel,Tamil Nadu,2021,2.0,552.6293327086457,301512.06606300914,1055292.231220532,0.8149519052838329
steel,Tamil Nadu,2021,3.0,735.767029094038,353842.86437162745,1238450.025300696,0.8250000000000001
steel,Tamil Nadu,2021,4.0,646.1206174288723,358882.8354572258,1256089.9241002903,0.8149519052838329
steel,Tamil Nadu,2021,5.0,843.1031746835049,416718.0399875687,1458513.1399564904,0.7875000000000001
steel,Tamil Nadu,2021,6.0,726.5780646695764,361042.46940332314,1263648.642911631,0.75
steel,Tamil Nadu,2021,7.0,642.4454898112855,355085.4505874602,1242799.0770561106,0.7125
steel,Tamil Nadu,2021,8.0,657.6522349026988,316906.18451373203,1109171.6457980622,0.6850480947161671
steel,Tamil Nadu,2021,9.0,750.0064674915176,349786.01472943905,1224251.0515530366,0.675
steel,Tamil Nadu,2021,10.0,721.9339591257126,393465.7829481798,1377130.2403186294,0.6850480947161671
steel,Tamil Nadu,2021,11.0,781.1445475881751,375418.71017332224,1313965.4856066278,0.7124999999999999
steel,Tamil Nadu,2021,12.0,705.4145029240991,320884.8709301274,1123097.048255446,0.75
steel,Tamil Nadu,2022,1.0,582.8846102819301,267839.62726764526,937438.6954367585,0.7875000000000001
steel,Tamil Nadu,2022,2.0,561.3223197574418,263028.12252936745,920598.4288527861,0.8149519052838329
steel,Tamil Nadu,2022,3.0,523.2645802214191,269881.8918339269,944586.6214187441,0.8250000000000001
steel,Tamil Nadu,2022,4.0,578.4494184646755,272436.62996817613,953528.2048886165,0.8149519052838329
steel,Tamil Nadu,2022,5.0,593.82078950302,274830.5432028906,961906.9012101172,0.7875000000000001
steel,Tamil Nadu,2022,6.0,558.4711604151354,286109.53812815546,1001383.3834485441,0.75
steel,Tamil Nadu,2022,7.0,508.9262177548108,251031.42342312136,878609.9819809247,0.7125
steel,Tamil Nadu,2022,8.0,567.5493852326861,263031.47614155454,920610.1664954409,0.6850480947161671
steel,Tamil Nadu,2022,9.0,490.86864946911675,272697.7849774716,954442.2474211506,0.675
steel,Tamil Nadu,2022,10.0,605.5646172524579,278847.12347076565,975964.9321476799,0.6850480947161671
steel,Tamil Nadu,2022,11.0,481.50452819955245,262238.30436257727,917834.0652690204,0.7124999999999999
steel,Tamil Nadu,2022,12.0,534.3802064007181,269769.39145213977,944192.8700824892,0.75
steel,Tamil Nadu,2023,1.0,326.8340374439659,155102.62367538823,542859.1828638588,0.7875000000000001
steel,Tamil Nadu,2023,2.0,275.129366946953,144057.3550188248,504200.7425658868,0.8149519052838329
steel,Tamil Nadu,2023,3.0,310.96435921095673,162411.0654223739,568438.7289783087,0.8250000000000001
steel,Tamil Nadu,2023,4.0,322.28650110431676,172244.67315420986,602856.3560397346,0.8149519052838329
steel,Tamil Nadu,2023,5.0,393.5632581888074,181273.31224622784,634456.5928617974,0.7875000000000001
steel,Tamil Nadu,2023,6.0,343.79994025831274,165304.54921008923,578565.9222353123,0.75
steel,Tamil Nadu,2023,7.0,358.02077911023014,166957.41420037168,584350.9497013009,0.7125
steel,Tamil Nadu,2023,8.0,336.98879330106996,156545.29130746613,547908.5195761315,0.6850480947161671
steel,Tamil Nadu,2023,9.0,344.1818310250044,165270.01805542991,578445.0631940047,0.675
steel,Tamil Nadu,2023,10.0,328.2538646439428,165347.0505786247,578714.6770251865,0.6850480947161671
steel,Tamil Nadu,2023,11.0,311.82547599478363,170839.04103879014,597936.6436357654,0.7124999999999999
steel,Tamil Nadu,2023,12.0,338.1037504097727,157072.13043969855,549752.456538945,0.75
steel,Karnataka,2015,,4741.518710856369,2299058.292254282,8046704.022889988,0.7
steel,Karnataka,2016,,8006.087801890652,3818829.0094460016,13365901.533061005,0.7
steel,Karnataka,2017,,6571.278334397292,3517872.322922915,12312553.130230203,0.7
steel,Karnataka,2018,,8879.102496980819,4286391.22291688,15002369.28020908,0.7
steel,Karnataka,2019,,4523.080330038217,2127441.4757939605,7446045.165278861,0.7
steel,Karnataka,2020,,1785.754173360391,1035128.8798675447,3622951.079536407,0.7
steel,Karnataka,2021,,9030.775235905083,4381374.86779698,15334812.03728943,0.7
steel,Karnataka,2022,,11151.497815451621,4854669.999240792,16991344.997342773,0.7
steel,Karnataka,2023,,2538.8528331022926,1385443.0679288208,4849050.737750873,0.7
steel,Karnataka,2020,1.0,657.3817073879067,304994.85693743464,1067481.9992810213,0.735
steel,Karnataka,2020,2.0,626.2599891139131,338807.12821923103,1185824.9487673086,0.7606217782649106
steel,Karnataka,2020,3.0,676.8454744655801,358013.663472485,1253047.8221536975,0.77
steel,Karnataka,2020,4.0,759.0543293690538,367547.1335965616,1286414.9675879655,0.7606217782649106
steel,Karnataka,2020,5.0,705.76798386092,369385.97698826325,1292850.9194589213,0.735
steel,Karnataka,2020,6.0,653.5533266437697,347064.17527338164,1214724.6134568357,0.7
steel,Karnataka,2020,7.0,633.1355065033069,312293.6795281626,1093027.878348569,0.665
steel,Karnataka,2020,8.0,705.0640743369893,346927.05062399805,1214244.6771839932,0.6393782217350893
steel,Karnataka,2020,9.0,720.5474184773584,367124.1647896622,1284934.5767638176,0.63
steel,Karnataka,2020,10.0,753.2869304018323,342905.87642801116,1200170.567498039,0.6393782217350893
steel,Karnataka,2020,11.0,629.5021620135284,330305.2232168437,1156068.2812589528,0.6649999999999999
steel,Karnataka,2020,12.0,643.6422907119071,330735.3820512969,1157573.837179539,0.7
steel,Karnataka,2021,1.0,558.0201782082771,278005.42874540814,973019.0006089285,0.735
steel,Karnataka,2021,2.0,563.9996623410736,278236.5470013492,973827.9145047222,0.7606217782649106
steel,Karnataka,2021,3.0,739.2153013586703,352577.957349449,1234022.8507230715,0.77
steel,Karnataka,2021,4.0,677.6073062353535,314134.43595656747,1099470.525847986,0.7606217782649106
steel,Karnataka,2021,5.0,695.3149140783023,324888.6466115174,1137110.263140311,0.735
steel,Karnataka,2021,6.0,619.7602556429456,295145.57435982575,1033009.5102593901,0.7
steel,Karnataka,2021,7.0,611.6947136089287,322711.67109416256,1129490.848829569,0.665
steel,Karnataka,2021,8.0,638.5291422933159,303553.34297800023,1062436.7004230008,0.6393782217350893
steel,Karnataka,2021,9.0,686.5078781633026,335017.0880911802,1172559.8083191307,0.63
steel,Karnataka,2021,10.0,631.4427916915423,321158.15379888535,1124053.5382960988,0.6393782217350893
steel,Karnataka,2021,11.0,599.4902146399819,308253.1489468804,1078886.0213140815,0.6649999999999999
steel,Karnataka,2021,12.0,531.2983626882342,274273.2664930001,959956.4327255003,0.7
steel,Karnataka,2022,1.0,235.90780199417216,112876.39448416141,395067.38069456496,0.735
steel,Karnataka,2022,2.0,199.9053004685871,96548.37318830812,337919.30615907843,0.7606217782649106
steel,Karnataka,2022,3.0,221.99215107012125,106004.2376209526,371014.8316733341,0.77
steel,Karnataka,2022,4.0,224.90281383441106,111753.82132871835,391138.3746505142,0.7606217782649106
steel,Karnataka,2022,5.0,237.66345910215196,114085.25493232015,399298.3922631205,0.735
steel,Karnataka,2022,6.0,233.97339554390422,110557.43337575508,386951.01681514276,0.7
steel,Karnataka,2022,7.0,197.4775137271371,103589.339085947,362562.68680081447,0.665
steel,Karnataka,2022,8.0,206.5549924085093,100673.0519251436,352355.68173800263,0.6393782217350893
steel,Karnataka,2022,9.0,212.58948594168524,112314.99060020543,393102.467100719,0.63
steel,Karnataka,2022,10.0,202.25852005459234,107523.62445743426,376332.6856010199,0.6393782217350893
steel,Karnataka,2022,11.0,224.29232633193214,113612.96602918328,397645.3811021415,0.6649999999999999
steel,Karnataka,2022,12.0,227.08499251887054,104434.63619699208,365521.22668947227,0.7
steel,Karnataka,2023,1.0,680.2496944679738,326088.02050789155,1141308.0717776204,0.735
steel,Karnataka,2023,2.0,653.9263490728472,338435.7694857996,1184525.1932002986,0.7606217782649106
steel,Karnataka,2023,3.0,796.6173289166552,389832.98591003794,1364415.4506851328,0.77
steel,Karnataka,2023,4.0,842.5823986378892,403203.324267053,1411211.6349346854,0.7606217782649106
steel,Karnataka,2023,5.0,711.0497621434652,367898.4231999666,1287644.4811998832,0.735
steel,Karnataka,2023,6.0,706.4312454205349,391865.88997011626,1371530.6148954069,0.7
steel,Karnataka,2023,7.0,717.3892755925182,352319.4879843309,1233118.2079451582,0.665
steel,Karnataka,2023,8.0,662.0928091513972,333068.88525992236,1165741.0984097281,0.6393782217350893
steel,Karnataka,2023,9.0,680.6275853100627,333342.73599099665,1166699.5759684884,0.63
steel,Karnataka,2023,10.0,685.9292693878542,374312.41769325355,1310093.4619263874,0.6393782217350893
steel,Karnataka,2023,11.0,750.9472909993284,372074.66059490823,1302261.312082179,0.6649999999999999
steel,Karnataka,2023,12.0,700.321449619674,347642.2297520576,1216747.8041322015,0.7
steel,Rajasthan,2015,,2767.929391113551,1548446.8995355158,5419564.148374305,0.85
steel,Rajasthan,2016,,7756.520797642035,4236793.849723653,14828778.474032786,0.85
steel,Rajasthan,2017,,1893.3872048079725,936173.1213686533,3276605.9247902865,0.85
steel,Rajasthan,2018,,1830.0094187334876,891784.8686230694,3121247.0401807427,0.85
steel,Rajasthan,2019,,5330.559770586445,2416830.101366371,8458905.354782298,0.85
steel,Rajasthan,2020,,10847.587467035914,4960975.223525368,17363413.282338787,0.85
steel,Rajasthan,2021,,7591.97653313865,3671902.535386193,12851658.873851676,0.85
steel,Rajasthan,2022,,8090.347496215513,4323336.930177693,15131679.255621927,0.85
steel,Rajasthan,2023,,3927.3247171576672,2173395.2363534113,7606883.327236939,0.85
steel,Rajasthan,2020,1.0,410.312839325585,205843.62409550248,720452.6843342587,0.8925
steel,Rajasthan,2020,2.0,399.11093098453915,200975.70716691896,703414.9750842163,0.9236121593216773
steel,Rajasthan,2020,3.0,480.63573351875283,226772.44446536675,793703.5556287837,0.935
steel,Rajasthan,2020,4.0,486.5407962155353,237408.14488782696,830928.5071073944,0.9236121593216773
steel,Rajasthan,2020,5.0,455.6193358539996,219440.89093840998,768043.1182844349,0.8925
steel,Rajasthan,2020,6.0,431.10506838019944,234977.10056460067,822419.8519761023,0.85
steel,Rajasthan,2020,7.0,432.60567342508176,205893.2529268534,720626.3852439868,0.8075
steel,Rajasthan,2020,8.0,347.71515852493326,189365.4073323048,662778.9256630668,0.7763878406783227
steel,Rajasthan,2020,9.0,444.9227889831811,205477.29656542584,719170.5379789905,0.765
steel,Rajasthan,2020,10.0,503.6595620388345,233269.75406921082,816444.1392422379,0.7763878406783227
steel,Rajasthan,2020,11.0,430.6696777292084,213747.36328050419,748115.7714817646,0.8075
steel,Rajasthan,2020,12.0,431.6667456603979,220730.75266732974,772557.6343356541,0.85
steel,Rajasthan,2021,1.0,161.6247667139132,78452.57134596216,274583.9997108676,0.8925
steel,Rajasthan,2021,2.0,137.81391164766663,75044.52587794788,262655.84057281754,0.9236121593216773
steel,Rajasthan,2021,3.0,145.99768668924023,79507.83739341616,278277.43087695655,0.935
steel,Rajasthan,2021,4.0,180.60125102176602,83122.27137049747,290927.94979674113,0.9236121593216773
steel,Rajasthan,2021,5.0,157.39449392639548,85337.79919767371,298682.297191858,0.8925
steel,Rajasthan,2021,6.0,179.28231639799856,82874.05008861668,290059.1753101584,0.85
steel,Rajasthan,2021,7.0,132.13394913563658,70370.3176619654,246296.1118168789,0.8075
steel,Rajasthan,2021,8.0,148.38373975430926,69015.47823260211,241554.17381410737,0.7763878406783227
steel,Rajasthan,2021,9.0,167.9733141051147,81052.164618496,283682.576164736,0.765
steel,Rajasthan,2021,10.0,167.5936744909819,79637.34543446168,278730.70902061585,0.7763878406783227
steel,Rajasthan,2021,11.0,166.79085184879196,82287.85371267826,288007.4879943739,0.8075
steel,Rajasthan,2021,12.0,172.85651148053395,79558.58068974038,278455.03241409134,0.85
steel,Rajasthan,2022,1.0,742.0337823908491,410607.74599430355,1437127.1109800625,0.8925
steel,Rajasthan,2022,2.0,865.395170686408,415082.1550269868,1452787.5425944538,0.9236121593216773
steel,Rajasthan,2022,3.0,860.5510743016106,428990.9355698364,1501468.2744944275,0.935
steel,Rajasthan,2022,4.0,776.7420715363254,420428.2796416267,1471498.9787456933,0.9236121593216773
steel,Rajasthan,2022,5.0,946.3217180720937,485062.1894848625,1697717.6631970187,0.8925
steel,Rajasthan,2022,6.0,824.0869545205808,419442.26583005773,1468047.930405202,0.85
steel,Rajasthan,2022,7.0,714.5067770808246,395280.9335486039,1383483.2674201136,0.8075
steel,Rajasthan,2022,8.0,771.2404636148932,420104.8985980023,1470367.1450930082,0.7763878406783227
steel,Rajasthan,2022,9.0,879.0995173734692,414240.61816383345,1449842.163573417,0.765
steel,Rajasthan,2022,10.0,843.9903806400814,445184.12856572756,1558144.4499800464,0.7763878406783227
steel,Rajasthan,2022,11.0,732.4050046179818,402125.28047519765,1407438.4816631917,0.8075
steel,Rajasthan,2022,12.0,926.3659253933982,441202.42725119466,1544208.4953791813,0.85
steel,Rajasthan,2023,1.0,319.6088330128174,149795.40262665966,524283.9091933088,0.8925
steel,Rajasthan,2023,2.0,290.0201126604704,158537.20937237414,554880.2328033095,0.9236121593216773
steel,Rajasthan,2023,3.0,338.6519873608821,166346.64139539492,582213.2448838822,0.935
steel,Rajasthan,2023,4.0,307.56488348347426,165868.14780823747,580538.5173288311,0.9236121593216773
steel,Rajasthan,2023,5.0,380.1844587294056,177000.65354835973,619502.2874192591,0.8925
steel,Rajasthan,2023,6.0,344.78301531882596,172461.2008787434,603614.203075602,0.85
steel,Rajasthan,2023,7.0,288.6082482850733,155853.60760504912,545487.6266176719,0.8075
steel,Rajasthan,2023,8.0,304.8028600036734,155307.64544450128,543576.7590557545,0.7763878406783227
steel,Rajasthan,2023,9.0,323.6075705800783,154982.4417714171,542438.5461999598,0.765
steel,Rajasthan,2023,10.0,282.8889988636351,156598.23284346453,548093.8149521259,0.7763878406783227
steel,Rajasthan,2023,11.0,320.02925041775666,163182.5615856592,571138.9655498072,0.8075
steel,Rajasthan,2023,12.0,338.6933081277177,165624.69771676752,579686.4420086864,0.85
steel,Andhra Pradesh,2015,,8346.16316361834,4252838.499965328,14884934.749878647,0.8
steel,Andhra Pradesh,2016,,5185.357491005901,2372590.0512938816,8304065.179528586,0.8
steel,Andhra Pradesh,2017,,1840.3564167372922,911815.6845352396,3191354.8958733384,0.8
steel,Andhra Pradesh,2018,,1235.6207000760696,649123.4410543786,2271932.043690325,0.8
steel,Andhra Pradesh,2019,,1024.4636004441757,520385.4046248288,1821348.9161869008,0.8
steel,Andhra Pradesh,2020,,7455.032530135795,3855329.0393101755,13493651.637585614,0.8
steel,Andhra Pradesh,2021,,1512.1101329246706,825101.5143518724,2887855.300231553,0.8
steel,Andhra Pradesh,2022,,6666.184010740297,3350731.844084658,11727561.454296304,0.8
steel,Andhra Pradesh,2023,,6214.6988238168115,3028659.5574046504,10600308.450916275,0.8
steel,Andhra Pradesh,2020,1.0,234.50451826855436,126737.22715880895,443580.2950558313,0.8400000000000001
